core_rank_35_30_35,cod_ativo,data,score_general_35_30_35,score_high_value,score_high_short_interest,score_low_momentum,tail_35_30_35,quality_score,quality_percentile_high_is_better,quality_quartile_1_best_4_worst,components_available,valid_for_core,quality_data,quality_age_days
76,ALOS3,2026-08-12,-0.3579809436175259,-0.9699792372175936,-0.0599285301850955,-0.0014561472452559,,50.94414292175486,0.4452054794520548,3.0,3,True,2026-07-30,13.0
77,SBSP3,2026-08-12,-0.3651745933973198,-0.4500797555119428,-1.20190975919807,0.4369321394036606,,72.98733604703754,0.815068493150685,1.0,3,True,2026-07-30,13.0
78,BBSE3,2026-08-12,-0.36722205427916443,-0.4144233902212925,2.341361685790953,-2.641663924111423,,53.60570960006615,0.5205479452054794,2.0,3,True,2026-07-30,13.0
79,BLAU3,2026-08-12,-0.3684463578445794,-0.2386819324598214,-0.6349931844206351,-0.2697420747355755,,47.49971441371247,0.3904109589041096,3.0,3,True,2026-07-30,13.0
80,CPLE3,2026-08-12,-0.3709215867776907,-0.4721105226103685,-0.851913991479354,0.1425465530849841,,60.609122945876685,0.6506849315068494,2.0,3,True,2026-07-30,13.0
81,ITUB3,2026-08-12,-0.3837983002147032,-0.5969008418488501,0.7032750730781002,-1.1024729356886735,,,,,3,True,,
82,CMIG4,2026-08-12,-0.3968397407954604,-0.7279868849792261,-0.6542058269739587,0.1549069058270181,,59.0376714910297,0.6164383561643836,2.0,3,True,2026-07-30,13.0
83,BBDC3,2026-08-12,-0.4017577533767124,0.0799055636493466,-1.0449198151547772,-0.3321393031644302,,,,,3,True,,
84,ENEV3,2026-08-12,-0.40250163488010055,-0.2083216065501211,-0.9294182709603104,-0.1450388322841859,,52.32996947082768,0.4794520547945205,3.0,3,True,2026-07-30,13.0
85,CXSE3,2026-08-12,-0.4062264753226006,-0.4394568073678982,1.1002864047407517,-1.6642928976173192,,74.72954859362345,0.8493150684931506,1.0,3,True,2026-07-30,13.0
86,PETR3,2026-08-12,-0.41246100908169453,-0.1004110339376146,-0.9306119640095274,-0.2803815942876322,,,,,3,True,,
87,ENGI11,2026-08-12,-0.4226620369810179,-1.050911595097881,-0.3848492098105378,0.1731765264182907,,33.079865822403136,0.1643835616438356,4.0,3,True,2026-07-30,13.0
88,HBOR3,2026-08-12,-0.42654483005031785,-1.832797313239197,0.999473098582382,-0.2425934285466102,,26.073005766715976,0.0958904109589041,4.0,3,True,2026-07-30,13.0
89,ITUB4,2026-08-12,-0.46893333069321735,-0.2335434150291669,-0.9710666601736638,-0.2739232496597423,,63.095998938838505,0.678082191780822,2.0,3,True,2026-07-30,13.0
90,PRIO3,2026-08-12,-0.49097216572313873,-1.2322661404215944,-0.4313236367206297,0.1991944984017377,,43.32759602660101,0.2945205479452055,3.0,3,True,2026-07-30,13.0
91,LOGG3,2026-08-12,-0.5254973233605686,-0.1637003785041225,-0.6406899959052327,-0.7885576917501598,,72.6679104477612,0.8082191780821918,1.0,3,True,2026-07-30,13.0
92,MYPK3,2026-08-12,-0.5664093222876838,-0.6018375742916107,-0.5703637151310341,-0.5275915907037424,,47.39861200008847,0.3835616438356164,3.0,3,True,2026-07-30,13.0
93,ITSA4,2026-08-12,-0.5708088015957616,-0.3834939423645004,-1.20190975919807,-0.2171799828821871,,67.33454729853692,0.7534246575342466,2.0,3,True,2026-07-30,13.0
94,SAUD3,2026-08-12,-0.6044571019000194,-0.3116246447886301,-0.720345230788922,-0.7979568771066353,,48.61096345915168,0.410958904109589,3.0,3,True,2026-07-30,13.0
95,IRBR3,2026-08-12,-0.6301927296624402,-0.7481790736476088,-1.114947878923741,-0.0967019720247283,,80.21381714947216,0.910958904109589,1.0,3,True,2026-07-30,13.0
96,FRAS3,2026-08-12,-0.6630047558645022,-0.5985343444373682,-0.6537691338258841,-0.7353914147533088,,46.30166448465582,0.363013698630137,3.0,3,True,2026-07-30,13.0
97,VLID3,2026-08-12,-0.6638277299889178,-0.2789023202777057,-1.1496973004014852,-0.6322935079179294,,59.29800976748231,0.636986301369863,2.0,3,True,2026-07-30,13.0
98,VALE3,2026-08-12,-0.6885301908008411,-1.7124931266660102,-0.6154640444651841,0.2728046196337649,,34.23803824562135,0.1780821917808219,4.0,3,True,2026-07-30,13.0
99,POSI3,2026-08-12,-0.7018864085149097,-1.832797313239197,-0.6717571368642096,0.4031994062230628,,22.18403192772684,0.0753424657534246,4.0,3,True,2026-07-30,13.0
100,EQTL3,2026-08-12,-0.7201105524326155,-1.4311155593562934,-1.0639163642226437,0.2855851503110866,,24.15008291873964,0.0821917808219178,4.0,3,True,2026-07-30,13.0
101,BRAV3,2026-08-12,-0.7393751385722565,-1.832797313239197,0.8341848536620684,-0.9947186715347373,,78.26409827964555,0.8835616438356164,1.0,3,True,2026-07-30,13.0
102,UGPA3,2026-08-12,-0.7505431494042607,-0.2600696716861775,-0.9701634385679891,-1.0527706649820052,,57.84128599427106,0.5821917808219178,2.0,3,True,2026-07-30,13.0
103,SANB11,2026-08-12,-0.7729481657404215,-0.0436767000760078,-0.5915148554728805,-1.6577338973484417,,64.76943854910283,0.7054794520547946,2.0,3,True,2026-07-30,13.0
104,KLBN11,2026-08-12,-0.7821119401761952,-0.6329801192167638,-0.1276071455243149,-1.4922478708372384,,33.833499938897944,0.1712328767123287,4.0,3,True,2026-07-30,13.0
105,WEGE3,2026-08-12,-0.8712912949607146,-0.2706470445949511,-0.7122490857789774,-1.6082574389108244,,67.50648552774616,0.7602739726027398,1.0,3,True,2026-07-30,13.0
106,FLRY3,2026-08-12,-0.9152071165861612,-0.3015472078612093,0.0393323747351151,-2.3470437321579216,P10,66.92532045400849,0.7397260273972602,2.0,3,True,2026-07-30,13.0
107,RANI3,2026-08-12,-0.9236852017348011,-1.2730060548272757,-0.4422411386362213,-0.9870306884411094,P10,48.513920648764405,0.3972602739726027,3.0,3,True,2026-07-30,13.0
108,CSMG3,2026-08-12,-0.9640602172254711,-1.3912768702444556,0.3046420331319389,-1.62430263594141,P10,59.19337969244685,0.6301369863013698,2.0,3,True,2026-07-30,13.0
109,TGMA3,2026-08-12,-0.9660419075571448,-0.3603210357811389,-0.6269620907304974,-1.86240262232742,P10,74.65726340287358,0.8424657534246576,1.0,3,True,2026-07-30,13.0
110,VBBR3,2026-08-12,-1.0249696362929086,-1.374587787750832,-0.8630326834832811,-0.8141545872432376,P10,50.07239685411327,0.4246575342465753,3.0,3,True,2026-07-30,13.0
111,CMIN3,2026-08-12,-1.0613506798862384,-0.8983196072262225,-0.2255182273189534,-1.940809569032499,P10,82.19494930763352,0.9452054794520548,1.0,3,True,2026-07-30,13.0
112,GGBR4,2026-08-12,-1.1181953947941543,-1.428418686792131,-0.5873011651916454,-1.2630242995983287,P10,39.644520520269154,0.2328767123287671,4.0,3,True,2026-07-30,13.0
113,GOAU4,2026-08-12,-1.1796603902593434,-1.4525220626897344,-0.5963898700858279,-1.40674487797768,P10,43.61287381050952,0.3082191780821918,3.0,3,True,2026-07-30,13.0
114,MILS3,2026-08-12,-1.1902875856927506,0.1213409594039766,-1.0272484934838149,-2.641663924111423,P10,69.58341370243258,0.7671232876712328,1.0,3,True,2026-07-30,13.0
115,SYNE3,2026-08-12,-1.2902944831318837,-1.8195694037914665,-1.20190975919807,-0.8367778972727127,P10,64.81607115935473,0.7123287671232876,2.0,3,True,2026-07-30,13.0
116,DESK3,2026-08-12,-1.3951752450655206,-1.272993388970404,-0.6678146937436539,-2.140809002293666,P10,41.36133576296622,0.2671232876712329,3.0,3,True,2026-07-30,13.0
117,EMBJ3,2026-08-12,-1.413047123274692,-0.5589298131480016,-0.9761310507796448,-2.641663924111423,P10,75.42399880731409,0.863013698630137,1.0,3,True,2026-07-30,13.0
,ALPA4,2026-08-12,,,0.0609786399301616,-1.7847345424195222,,79.92636057214145,0.9041095890410958,1.0,2,False,2026-07-30,13.0
,ANIM3,2026-08-12,,,1.523187235776816,0.4836223996543055,,53.5883223966895,0.5136986301369864,2.0,2,False,2026-07-30,13.0
,ASAI3,2026-08-12,,,-0.2452694550439006,-0.248461899094607,,,,,2,False,,
,AURE3,2026-08-12,,,1.5152740369106856,0.8935301431218454,,15.05328471279964,0.0273972602739726,4.0,2,False,2026-07-30,13.0
,BHIA3,2026-08-12,,,2.7299922062680797,1.4485201077737608,,27.315303404188544,0.1164383561643835,4.0,2,False,2026-07-30,13.0
,BRAP4,2026-08-12,,,-0.277762174675334,0.0938414133954364,,,,,2,False,,
