month,date,source_file,IBOV,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities
2014-01,2014-01-31,grid_vtqvtw11.xlsx,74.6442413018867,51.98003138848472,51.257230098121,89.42249685927848,81.7782377316168,57.104203871949565,40.800596495326644,67.67726891267839,,63.92823164061999,79.58745806980923,58.57023548250272
2014-02,2014-02-28,grid_vtqvtw11.xlsx,74.47838559307536,53.93352988761732,52.94682325814215,93.19539634805419,79.3275645564878,59.131221282774064,43.65251512367757,66.93021286209992,,65.44944678363585,77.491823527251,60.72343737910029
2014-03,2014-03-31,grid_vtqvtw11.xlsx,77.18554224822728,55.480548313962665,54.03764863097713,92.77524659021346,83.55499318653531,59.75957367301322,46.16997986833664,66.97704071205114,,67.08922014621835,74.65269886587048,59.22250912567908
2014-04,2014-04-30,grid_vtqvtw11.xlsx,77.33672657741026,58.18863624523014,57.088518825029446,89.12244792190963,83.58682206988315,60.38997831617737,47.451834817607484,63.841749571919394,,64.42869305977823,75.53007340165334,59.05399977188273
2014-05,2014-05-30,grid_vtqvtw11.xlsx,79.44776373632074,54.41428716184647,73.04081488918982,102.0228422740227,80.30460865669376,63.7935534359233,49.8187614434155,76.86675878772742,,64.6557563704194,76.52139165655937,61.38109135648474
2014-06,2014-06-30,grid_vtqvtw11.xlsx,78.55993386753688,52.585569663587584,73.93135945042273,100.77659544793309,81.13848278093378,63.54703795310739,51.92764507359878,77.23245039528662,,60.64200831466169,75.64507663388196,60.16510577265544
2014-07,2014-07-31,grid_vtqvtw11.xlsx,80.24282319091476,55.891472912724495,84.40666826898853,100.05138761647157,77.90170909286485,66.34605757471863,51.04492721315079,75.62601181778489,,58.38134695164845,71.22250047810368,61.25063588463991
2014-08,2014-08-29,grid_vtqvtw11.xlsx,83.50345212756434,56.624828289053276,88.99393172385464,98.2382807331802,79.5744254073963,69.93265933476744,52.24985924744462,77.35670155655386,,54.87433960781729,74.27951050174299,60.028687097451126
2014-09,2014-09-30,grid_vtqvtw11.xlsx,79.81670170358113,53.8492005330441,99.18311404774546,112.61944429629445,80.98206614786014,70.50843287785682,53.335384131386974,73.72922834242458,,51.933857872987275,73.46741997374124,58.14524388957628
2014-10,2014-10-31,grid_vtqvtw11.xlsx,74.54041405613599,57.55022298371948,101.70231638567596,113.0795635520984,77.4499730123337,73.05874632104961,52.67974082219424,75.35065884391113,,40.31356085501942,73.00788342233514,56.03843161569165
2014-11,2014-11-28,grid_vtqvtw11.xlsx,72.05779659439492,59.42504864344359,104.0795394819431,114.21998287054413,74.67797414862655,75.01311188453926,53.337506591926996,75.22363779065707,,37.19934284571861,72.16194384635247,54.42247627833973
2014-12,2014-12-31,grid_vtqvtw11.xlsx,66.71939039477238,62.75062980364249,106.76979466201597,116.57782733034425,64.7334403523958,75.2280416325401,54.93583091809512,75.22363498106377,,29.780088585891523,66.00690431311716,47.535060738023475
2015-01,2015-01-30,grid_vtqvtw11.xlsx,64.7549413762231,66.79065940762625,106.66230240703001,118.13858520665703,54.715983450958596,76.50975391651454,56.4997702735464,76.51684464011126,,24.88899691083997,64.94833776615086,45.79453299364674
2015-02,2015-02-27,grid_vtqvtw11.xlsx,65.33902490584804,63.17886958175352,105.09760605212864,119.38252751979354,53.17718439156652,77.99165936594201,57.98577671551526,79.01876049840601,,21.079249909762353,65.50959157185035,42.44911874440429
2015-03,2015-03-31,grid_vtqvtw11.xlsx,62.919767211478714,67.15597484482608,103.94265217897767,122.27634300180019,48.10981391657854,77.75092740132796,59.75940770216637,75.24543388365815,,12.827559291713358,64.46418869277551,41.64996229040098
2015-04,2015-04-30,grid_vtqvtw11.xlsx,61.19821349631962,69.89473105484612,103.38883411459221,122.57615250185785,43.605467546994845,78.10591864609144,58.288288789847286,75.31530797412125,,-0.2567368768032981,66.61749512068879,42.282316605550164
2015-05,2015-05-29,grid_vtqvtw11.xlsx,62.51250062792912,72.73445795339859,107.87301590027928,122.23901367766116,49.72242393556244,78.62417165829848,60.0115966738607,74.74762638249689,,1.676461042821751,64.77738767233349,43.526475044847075
2015-06,2015-06-30,grid_vtqvtw11.xlsx,64.74448803318528,77.37524234523225,108.96947267319999,126.69032669197537,51.697419529561905,78.21541177988321,59.40836172794847,75.73127240555141,,2.5690459621843007,63.42413584584441,42.08295120030963
2015-07,2015-07-31,grid_vtqvtw11.xlsx,64.35981318413353,82.32789247744195,110.50077850736419,127.81640607191527,52.781333855023185,78.60181634236454,58.622346358700874,80.35545730156586,,4.17436829564722,59.68764346979697,43.03474036669709
2015-08,2015-08-31,grid_vtqvtw11.xlsx,63.14188429869997,82.28264274241867,112.27443384593909,130.08264603397592,49.40165940353877,78.44024315909728,58.50638405636642,81.8415319837743,,6.000509520706319,61.96182207124332,42.50988450234224
2015-09,2015-09-30,grid_vtqvtw11.xlsx,58.194800960626814,88.64986554110985,116.35860412076615,120.73651215860875,41.6987189969892,78.90505306027585,59.962765399302334,85.91819475312798,,3.925695955685044,60.44210484264435,39.979470244108704
2015-10,2015-10-30,grid_vtqvtw11.xlsx,57.76739812299607,87.30974093341761,118.83424488354197,132.7722612479147,41.52017662446655,75.06585178049201,59.512362153371335,90.23308549645073,,8.44531918552007,57.396730241615316,39.92409929666683
2015-11,2015-11-30,grid_vtqvtw11.xlsx,58.040168349929864,87.99739765463175,118.73411186478435,134.47473828328296,39.51693798542207,74.18128618747451,62.15166467225848,93.66277748634255,,9.719083172565139,59.60139450009297,38.985326404173016
2015-12,2015-12-31,grid_vtqvtw11.xlsx,56.35039211081667,86.81883730632953,121.59894655392856,121.55259631972513,37.31022972121799,72.9295872280695,67.56297426436645,94.63477134675819,,12.2981366162204,65.93120824418722,39.17563487981708
2016-01,2016-01-29,grid_vtqvtw11.xlsx,54.032925054010924,84.51397191470433,119.42390961129676,127.84227476098931,27.983665085989013,72.31239133892802,67.85212529122389,95.3149345524688,,6.636707738377612,65.13975497650873,41.79113015726833
2016-02,2016-02-29,grid_vtqvtw11.xlsx,51.70563354093274,87.6909731111704,123.68795225273712,120.95649819734129,25.867107913204197,71.299676319397,73.02563329471266,93.88769209309899,,3.376901648256805,63.34661026814937,41.9856912678245
2016-03,2016-03-31,grid_vtqvtw11.xlsx,52.07614966330365,90.38338133237114,125.53949215475136,119.76881554927101,17.086366554616333,70.7389043628803,76.63901437070363,87.39718254898146,,7.265908491403265,65.8700571516104,42.6230969480506
2016-04,2016-04-29,grid_vtqvtw11.xlsx,51.791863821069754,91.12015410367177,128.53790308279284,122.46517764827993,18.311047716829616,70.0312851312131,81.83295239705785,83.61535279591004,,7.229731410708295,69.41747319216809,45.21635513218536
2016-05,2016-05-31,grid_vtqvtw11.xlsx,54.1467704749509,94.57807304330623,130.88392812170477,127.88326506260155,22.210103077166895,68.4366787248975,86.1476493348431,85.06952360055425,,15.152899958148438,68.92903195501023,46.443300970177035
2016-06,2016-06-30,grid_vtqvtw11.xlsx,54.885361635499684,96.19251603850084,131.23207098011187,125.80907031989896,25.311013023327796,68.30834368383911,84.18685767542046,84.78942028840832,,17.01453617961878,69.61232560239068,46.60596529578302
2016-07,2016-07-29,grid_vtqvtw11.xlsx,55.44581963432446,91.58478839961398,131.47578572509067,118.50535942730657,30.700654299536613,68.85595819375887,86.01070560422694,81.17880562792676,,14.365055606238473,67.42770083877096,47.08066434370747
2016-08,2016-08-31,grid_vtqvtw11.xlsx,59.107637130977096,91.95593415621452,132.31158223744612,116.4186621437947,37.45584842807664,71.2216267325626,85.65548974216657,78.6549015845778,,15.48786304604732,66.61945619419721,48.899355526488215
2016-09,2016-09-30,grid_vtqvtw11.xlsx,60.150230708157146,91.62347252897743,135.21568327341794,121.86171211401415,35.41913924389402,71.66021520591592,90.38194346326803,79.43915660938934,,19.571362102911703,64.61897296305153,52.72076577695286
2016-10,2016-10-31,grid_vtqvtw11.xlsx,62.125965827465556,88.59416523466933,137.3864019965485,114.03045221203566,35.678445583878215,74.60134217130982,89.55907728624473,79.33937309144407,,19.16355166226877,60.59869638300904,54.120639999778675
2016-11,2016-11-30,grid_vtqvtw11.xlsx,63.652861618339095,91.22148696851806,138.7820697142361,110.0784040022595,36.072148497505516,78.18917808272174,91.65184258334396,77.84642808803139,,22.189173984137227,60.8261532716042,54.611127400504856
2016-12,2016-12-30,grid_vtqvtw11.xlsx,66.15940732251467,95.43191692800693,135.826834707222,109.25455761191114,37.891716849715486,78.57210116859387,93.62092419846068,77.99115718474646,,33.661732654306135,61.24425957046675,52.400595458081476
