signal_index,signal_date,entry_date,exit_date,n_long,n_short,long_return,short_underlying_return,pure_spread_return,overlay_excess_return,long_quality_mean,short_quality_mean,raw_dispersion_z,sma21_z,sma21_high_cross,bucket
1507,2020-06-19,2020-06-22,2020-07-21,10,10,0.006404475996441774,0.16059146295975177,-0.1347453604027731,-0.06919557530269914,63.80118284954193,49.779997769670125,0.850130532742495,1.2698218597296238,False,+0.5 to +1.5
1508,2020-06-22,2020-06-23,2020-07-22,10,10,-0.01620166411508129,0.16448779389837775,-0.15757280398479934,-0.08134704343183577,63.80118284954193,44.97936907699727,0.5666143551971333,1.2517992907703797,False,+0.5 to +1.5
1509,2020-06-23,2020-06-24,2020-07-23,10,10,-0.020408998749145004,0.14218189843866522,-0.1439850774099948,-0.07406634084708869,63.801182849541945,44.60778878297764,0.5563614162019755,1.198054993466378,False,+0.5 to +1.5
1510,2020-06-24,2020-06-25,2020-07-24,10,10,-0.024906443037107387,0.10991582845257519,-0.12294532946305003,-0.06278788873321796,63.80118284954193,41.515241616882086,0.3445555565543461,1.1583116971447511,False,+0.5 to +1.5
1511,2020-06-25,2020-06-26,2020-07-27,10,10,-0.0026849957638920446,0.1715344870108965,-0.15113114574905606,-0.07787294088676855,62.232851461013055,43.940444092193026,0.9124623908690376,1.155022143389661,False,+0.5 to +1.5
1512,2020-06-26,2020-06-29,2020-07-28,10,10,-0.011537665253961816,0.16065695256309656,-0.1516255322650845,-0.0779810806588296,62.232851461013055,44.864379325044226,0.6056701406134207,1.1271483393514994,False,+0.5 to +1.5
1513,2020-06-29,2020-06-30,2020-07-29,10,10,0.030026513571943414,0.14397402641622736,-0.10192940253716243,-0.05158856997461262,63.80118284954193,43.82545434023997,0.8256013894605172,1.136744245570988,False,+0.5 to +1.5
1514,2020-06-30,2020-07-01,2020-07-30,10,10,0.055432712940770845,0.14151170476933625,-0.07728271795422019,-0.038818035458585975,62.54904800739566,47.990579053491196,-0.5039307855634567,1.0517292358416928,False,+0.5 to +1.5
1515,2020-07-01,2020-07-02,2020-07-31,10,10,0.027525565323006373,0.12323502509819871,-0.08799885318592864,-0.04446295036465326,59.29793258075699,48.082215871461585,0.1796775755198798,1.0122082893589448,False,+0.5 to +1.5
1516,2020-07-02,2020-07-03,2020-08-03,10,10,0.006567697996435279,0.10720726468420798,-0.09330547846556438,-0.04723850961723787,57.97496961779403,48.082215871461585,0.6500812682364272,1.0081801721053385,False,+0.5 to +1.5
1517,2020-07-03,2020-07-06,2020-08-04,10,10,-0.02990465633852585,0.07564813874330473,-0.10053851544327012,-0.051045789871229236,57.97496961779403,48.08221587146158,0.1208717074196235,0.9484515588090148,False,+0.5 to +1.5
1518,2020-07-06,2020-07-07,2020-08-05,10,10,-0.005946912865565134,0.10133417150238576,-0.10010249929868306,-0.05078355204421277,60.5413086301373,43.154817043678584,-0.6008565489190799,0.8310777709318973,False,+0.5 to +1.5
1519,2020-07-07,2020-07-08,2020-08-06,10,10,0.013607057307599158,0.10518086814689433,-0.08562215713533745,-0.0431945884896604,61.061553552479,43.154817043678584,-0.1611426435941306,0.7572517136856459,False,+0.5 to +1.5
1520,2020-07-08,2020-07-09,2020-08-07,10,10,0.024728956848984563,0.090489606512235,-0.06250559719338165,-0.0311980556447638,60.1332133453926,43.655160541529185,-0.6657532284585455,0.6572712509550301,False,+0.5 to +1.5
1521,2020-07-09,2020-07-10,2020-08-10,10,10,0.019255847716468405,0.07936462738574569,-0.05776232306549372,-0.02875080437302476,57.97496961779403,45.14076581533233,-0.1221233934053444,0.5897193441248482,False,+0.5 to +1.5
1522,2020-07-10,2020-07-13,2020-08-11,10,10,0.04489880809483248,0.07686664543911621,-0.032197533398506686,-0.015721129810205473,59.26167980724615,45.14076581533234,0.1152635894711816,0.5351286131934828,False,+0.5 to +1.5
1523,2020-07-13,2020-07-14,2020-08-12,10,10,0.023081684990261055,0.0521492031557383,-0.029423635576093676,-0.014305784080341846,55.97782644390003,44.81877176961286,0.3150371501400449,0.5216215895646332,False,+0.5 to +1.5
1524,2020-07-14,2020-07-15,2020-08-13,10,10,-0.016151159292708685,0.048167876902933504,-0.06349077245599763,-0.03173971099252739,55.97782644390004,47.72908636283627,0.148381264406352,0.4836050128437258,False,-0.5 to +0.5
1525,2020-07-15,2020-07-16,2020-08-14,10,10,0.02344153378131226,0.05339339863739518,-0.03043359678585677,-0.01465274151069832,56.04664194142521,48.375286525832855,1.1149144653089225,0.4649641381822886,False,-0.5 to +0.5
1526,2020-07-16,2020-07-17,2020-08-17,10,10,-0.04001376610248233,0.02041687882053626,-0.06092065321179145,-0.030194309965493233,54.69111625444791,48.37528652583285,0.8520503444982203,0.4347226524446796,False,-0.5 to +0.5
1527,2020-07-17,2020-07-20,2020-08-18,10,10,-0.02863569331617685,0.03590635164253074,-0.06426944688143235,-0.03202181940687849,57.90615412026885,48.37528652583285,0.450451291558233,0.3831802476528643,False,-0.5 to +0.5
1528,2020-07-20,2020-07-21,2020-08-19,10,10,-0.04751575263390645,0.05807233569176602,-0.1017836304971731,-0.05148165529977506,54.69111625444791,48.37528652583285,1.2894415127687602,0.4082069784770591,False,-0.5 to +0.5
1529,2020-07-21,2020-07-22,2020-08-20,10,10,-0.037154777031486876,0.04923301331264045,-0.08376153296166487,-0.04212526211168957,59.1861799218165,47.72908636283626,1.3213200616622671,0.4513956153135541,False,-0.5 to +0.5
1530,2020-07-22,2020-07-23,2020-08-21,10,10,0.0022424611685926883,0.04919845005176864,-0.046238728872887415,-0.022645064798780038,56.731375010602086,48.37528652583285,1.1785004048028958,0.4870338308790607,False,-0.5 to +0.5
1531,2020-07-23,2020-07-24,2020-08-24,10,10,0.008932989605452548,0.05601194648010397,-0.046016144263668984,-0.02255799929918261,58.77768765841529,48.37528652583285,0.6544727806574978,0.5048459166610384,False,+0.5 to +1.5
1532,2020-07-24,2020-07-27,2020-08-25,10,10,0.014377689595592803,0.031476375461744886,-0.017725552077128212,-0.008259191681896007,59.179947609312606,46.389337754179095,0.5795970430661302,0.48570946422843,False,-0.5 to +0.5
1533,2020-07-27,2020-07-28,2020-08-26,10,10,-0.004773026251316273,0.034742267157460746,-0.03859206695767403,-0.018925745865068237,62.15477888505707,45.42114354546304,0.0678034853629915,0.4548716259709686,False,-0.5 to +0.5
1534,2020-07-28,2020-07-29,2020-08-27,10,10,-0.01178406454063085,0.02508931475077389,-0.036103662772784095,-0.017616266863458994,61.521514038691194,45.42114354546304,0.4451207565042618,0.4330045304881876,False,-0.5 to +0.5
1535,2020-07-29,2020-07-30,2020-08-28,10,10,0.003273442188975228,0.03167868140982709,-0.027935461550193212,-0.013523492715714819,59.19301573890257,45.42114354546304,-0.1280832036439254,0.4547651232288849,False,-0.5 to +0.5
1536,2020-07-30,2020-07-31,2020-08-31,10,10,-0.00610115570207017,0.013655807202654526,-0.020489955356014347,-0.009741190721894106,61.88418133657409,47.400948642140435,0.6959713369135377,0.4844301244369421,False,-0.5 to +0.5
1537,2020-07-31,2020-08-03,2020-09-01,10,10,0.048187415922273526,0.02874452361330836,0.018803811944274013,0.009833607073370398,61.88418133657409,44.694384955066965,0.6356675930533979,0.483582266322092,False,-0.5 to +0.5
1538,2020-08-03,2020-08-04,2020-09-02,10,10,0.060900883670945,0.037725366506178276,0.02205710581484337,0.011406684151798555,58.330490262686126,44.694384955066965,1.4306253237091318,0.5587535426446131,False,+0.5 to +1.5
1539,2020-08-04,2020-08-05,2020-09-03,10,10,0.0432891876947741,-0.0062757010054082015,0.04912202502974461,0.024683949709255023,62.04909604001504,47.73538983293735,1.465937904645817,0.677522403389156,False,+0.5 to +1.5
1540,2020-08-05,2020-08-06,2020-09-04,10,10,0.016499820737054756,-0.014554098747151164,0.03050866768341065,0.015489224019017056,62.049096040015044,47.73538983293735,1.011526305500053,0.7449557858632034,False,+0.5 to +1.5
1541,2020-08-06,2020-08-07,2020-09-08,10,10,0.03395893836389614,-0.004974329071706146,0.037683644689648244,0.01896178746305911,62.16786590824732,47.73538983293735,0.3080510555206112,0.8010307177470699,False,+0.5 to +1.5
1542,2020-08-07,2020-08-10,2020-09-09,10,10,0.026705686607889825,0.012070488614616565,0.01322839617599284,0.00700919698678969,62.04909604001504,47.73538983293735,1.0175706727486264,0.866537058695853,False,+0.5 to +1.5
1543,2020-08-10,2020-08-11,2020-09-10,10,10,-0.005212945595701105,-4.9788991122390646e-05,-0.006183614990569575,-0.0027766884662873232,58.78688158076375,44.87009203958251,0.8244111219467433,0.9072876301242396,False,+0.5 to +1.5
1544,2020-08-11,2020-08-12,2020-09-11,10,10,-0.0014586087863615415,0.011747080138780428,-0.014507988577334227,-0.00706023830523321,59.01096024087345,43.61269427049683,0.1599594917124629,0.8984020857498727,False,+0.5 to +1.5
1545,2020-08-12,2020-08-13,2020-09-14,10,10,0.04816770093967214,0.027114400691963608,0.019136848307882304,0.009867231559092016,56.04663486343334,46.03521698936942,0.8525775270272161,0.9388408511392242,False,+0.5 to +1.5
1546,2020-08-13,2020-08-14,2020-09-15,10,10,0.030573185773161107,0.026345779035279897,0.0029380908997972497,0.0018487475947341974,54.87741547068845,47.13048740519615,0.8088951445268288,0.921220323289322,False,+0.5 to +1.5
1547,2020-08-14,2020-08-17,2020-09-16,10,10,0.07856622575101324,0.020358718856387372,0.05558741891869356,0.02782371836043016,54.87741547068845,48.40162173307509,1.372974678324583,0.9510639898273574,False,+0.5 to +1.5
1548,2020-08-17,2020-08-18,2020-09-17,10,10,0.05352459778770074,-0.017753040839863933,0.07238179328598277,0.03589299804116651,54.87741547068843,50.494457719249446,1.3124243782064595,1.000520130099544,False,+0.5 to +1.5
1549,2020-08-18,2020-08-19,2020-09-18,10,10,0.05893880600553062,-0.020636288121130008,0.08108870269478308,0.04014559340046991,60.42608192037424,48.5832123881802,0.7206913110844766,0.9678084300130676,False,+0.5 to +1.5
1550,2020-08-19,2020-08-20,2020-09-21,10,10,0.027798708515801025,-0.03918996483872602,0.06938638952147182,0.03459510878167055,60.42608192037424,48.33821743721647,0.9229571559886128,0.9448711371572112,False,+0.5 to +1.5
1551,2020-08-20,2020-08-21,2020-09-22,10,10,0.00776019811452983,-0.033390303876999844,0.04238147828817551,0.021326571168226626,57.48717511232182,48.338217437216464,1.408897443581236,0.9580230670110896,False,+0.5 to +1.5
1552,2020-08-21,2020-08-24,2020-09-23,10,10,-0.007136200328794059,-0.031121617705252767,0.02437103656283711,0.012500509010442242,60.12375682754963,50.88032926543769,1.757063298180824,1.021296647844418,False,+0.5 to +1.5
1553,2020-08-24,2020-08-25,2020-09-24,10,10,-0.008902775275198959,-0.027019306276213552,0.018584053461636853,0.009592200877932552,57.48717511232182,51.272299866283014,2.5851489592845223,1.13648090844212,False,+0.5 to +1.5
1554,2020-08-25,2020-08-26,2020-09-25,10,10,-0.009602450230565362,-0.000856423537373639,-0.009024185999867186,-0.004090463956538354,57.48717511232182,50.66377275081737,2.24822790394393,1.261852851446954,False,+0.5 to +1.5
1555,2020-08-26,2020-08-27,2020-09-28,10,10,-0.03818904103414134,-0.0344508224908808,-0.004148770709594753,-0.0016786186898384665,57.48717511232182,48.067180542278166,2.800037798411883,1.397359364832073,False,+0.5 to +1.5
1556,2020-08-27,2020-08-28,2020-09-29,10,10,-0.05398171820689449,-0.06329462985812244,0.009748669528741467,0.005145729504883077,59.369476427660835,51.56993552574941,1.6816165413599145,1.501332723166487,True,> +1.5
1557,2020-08-28,2020-08-31,2020-09-30,10,10,-0.03622536077249244,-0.04030218108873769,0.00416003504568732,0.0024364679128008964,57.48717511232182,51.560607167540454,1.781227826317995,1.5636307820337152,False,> +1.5
1558,2020-08-31,2020-09-01,2020-10-01,10,10,-0.04373508991483572,-0.044848256732958995,0.0008283724050049858,0.0007500424497618392,60.31461716029603,51.560607167540454,1.9049052451259127,1.636453570032463,False,> +1.5
1559,2020-09-01,2020-09-02,2020-10-02,10,10,-0.05774933753057568,-0.04602047848720417,-0.012992942537485319,-0.006102193839299506,61.396641222397136,50.655066283155676,2.342006375795952,1.6888990618825712,False,> +1.5
1560,2020-09-02,2020-09-03,2020-10-05,10,10,-0.052868495988679966,-0.03582247573967302,-0.018018870340701605,-0.008736124731737526,61.20578088965074,51.56060716754045,1.847835473348652,1.7107644282140495,False,> +1.5
1561,2020-09-03,2020-09-04,2020-10-06,10,10,-0.06084043099099301,-0.02650006646852095,-0.03544307297237205,-0.01760703039592678,60.4206109415594,51.56060716754045,1.901057959522068,1.761701262440381,False,> +1.5
1562,2020-09-04,2020-09-08,2020-10-07,10,10,-0.05292322858582383,-0.027861167206156324,-0.025993393776062468,-0.012784280988095031,60.451500489761955,49.66003979107092,1.3088606631393678,1.8185564412614628,False,> +1.5
1563,2020-09-08,2020-09-09,2020-10-08,10,10,-0.02046140751509371,0.0044843663367181,-0.024939334781937918,-0.012294422270681215,58.35885331359386,49.776793557126226,2.075755820502977,1.879014728116048,False,> +1.5
1564,2020-09-09,2020-09-10,2020-10-09,10,10,-0.003984614301556104,0.019436966577068206,-0.02357176452888747,-0.011605748632860994,61.18629536156804,48.80963498536593,1.6722816580582232,1.9270712228987712,False,> +1.5
1565,2020-09-10,2020-09-11,2020-10-13,10,10,0.015163174000285959,0.012985808831624443,0.001221375891902108,0.0008330647815426476,61.01843617660709,49.94922423634897,1.5185930955283764,2.0040109425628643,False,> +1.5
1566,2020-09-11,2020-09-14,2020-10-14,10,10,-0.007984416365071493,-0.012505637558857806,0.0030956913794124774,0.0017495467184285404,61.01843617660709,50.97757899309998,1.7329252776837016,2.053575543951877,False,> +1.5
1567,2020-09-14,2020-09-15,2020-10-15,10,10,-0.008019281220131432,-0.005577263598747844,-0.004115209413083727,-0.0018194419107494101,60.25132072363054,50.97757899309998,2.2480358044523143,2.135202809205508,False,> +1.5
1568,2020-09-15,2020-09-16,2020-10-16,10,10,-0.026221899687410552,0.02244412106283594,-0.049155149628498665,-0.02463213630607849,62.30291225689841,50.09608304454578,2.44614082458148,2.195970631441013,False,> +1.5
1569,2020-09-16,2020-09-17,2020-10-19,10,10,-0.01936025990358253,0.025309755308309697,-0.045134670932944744,-0.022569349411151896,62.3029122568984,50.09608304454578,1.8208296582664325,2.2239226004388684,False,> +1.5
1570,2020-09-17,2020-09-18,2020-10-20,10,10,0.013933048604831525,0.053430202873337676,-0.038621362072103226,-0.019249720191859804,62.3029122568984,48.58201504469535,2.166368805777814,2.305287840698174,False,> +1.5
1571,2020-09-18,2020-09-21,2020-10-21,10,10,0.03785845154157772,0.0613482359632482,-0.02337617040632219,-0.011509313016675753,62.30291225689841,48.58201504469536,2.248871625829187,2.3796228151195984,False,> +1.5
1572,2020-09-21,2020-09-22,2020-10-22,10,10,0.04070995059416887,0.05794440698351858,-0.01755344270793907,-0.008552584008551136,67.25477628132559,48.58201504469535,2.618671460139275,2.447509575116577,False,> +1.5
1573,2020-09-22,2020-09-23,2020-10-23,10,10,0.06629932759626145,0.05906205462315392,0.005300088133228136,0.0028941225124345217,65.97030020103429,49.48755592908013,1.8527961380990143,2.4513070694875303,False,> +1.5
1574,2020-09-23,2020-09-24,2020-10-26,10,10,0.06722739887176937,0.04888608267056234,0.015914358809557574,0.008215812591443649,62.807260987167226,48.43515623649854,1.8030575758099656,2.405502021360781,False,> +1.5
1575,2020-09-24,2020-09-25,2020-10-27,10,10,0.06160136806950213,0.04195373238680618,0.017039878936276575,0.008752630216672433,63.506911804485824,49.34069712088332,1.8083327151974176,2.37913487900056,False,> +1.5
1576,2020-09-25,2020-09-28,2020-10-28,10,10,0.022057850965397138,0.03347753195971865,-0.011453300901201852,-0.005390700262012538,65.97030020103428,50.22771747643179,1.7411231399574478,2.317844893204012,False,> +1.5
1577,2020-09-28,2020-09-29,2020-10-29,10,10,0.017717736508427277,0.04975649966820908,-0.030955630186187758,-0.015288344363074363,62.49235237804267,50.2277174764318,1.67274625253017,2.315881764862869,False,> +1.5
1578,2020-09-29,2020-09-30,2020-10-30,10,10,-0.0012472522247132334,0.029159191305042763,-0.02947851380978914,-0.014607698831504786,60.54738530023418,48.81271941048159,1.836567857217984,2.3177264097300547,False,> +1.5
1579,2020-09-30,2020-10-01,2020-11-03,10,10,-0.04860132485626503,0.06555573870781552,-0.10852611581960989,-0.05557875072149595,59.94352523882479,47.14715266528953,0.561908672662989,2.2393530270599267,False,> +1.5
1580,2020-10-01,2020-10-02,2020-11-04,10,10,0.003785662339976291,0.10287998088161912,-0.09100350255306922,-0.046316776371735216,59.94352523882479,47.14715266528953,-0.0799282247962644,2.099888605071068,False,> +1.5
1581,2020-10-02,2020-10-05,2020-11-05,10,10,0.03657727721498029,0.12161162106847652,-0.07689454432444018,-0.03889719766518829,59.94352523882478,44.70916106165808,-0.0787812626988433,1.9888981629944995,False,> +1.5
1582,2020-10-05,2020-10-06,2020-11-06,10,10,0.04316565261352348,0.10195917319189775,-0.053662056469467374,-0.026943861383721797,59.94352523882479,47.36491668638976,0.7059883493116073,1.9202469189109657,False,> +1.5
